asn,asn_name,asn_org,attacks,unique_ips,max_risk_score,risk_level,risk_reasons,tor_exit_ips,spamhaus_drop_hits,spamhaus_asndrop,bph_flag,bph_label,bph_confidence
AS197170,TECHTIES-AS,TechTies Inc.,327317,133,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,95,False,False,,
UNKNOWN,,,166627,48,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,3,False,False,,
AS47890,UNMANAGED-DEDICATED-SERVERS,UNMANAGED LTD,50667,38,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,36,False,False,,
AS213790,,,40861,28,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,28,False,False,,
AS208137,FPS12,Aneta Kovarova,33067,13,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;spamhaus_drop_match,0,13,False,False,,
AS48090,DMZHOST,AD-Tech,28630,30,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,30,False,False,,
AS135377,,,28448,519,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,38,False,False,,
AS25369,BANDWIDTH-AS,HYDRA-MNT,27006,1723,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,563,False,False,,
AS49870,AS49870-BV,AS49870 B.V.,21599,19,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,1,False,False,,
AS219502,STORMCLOUD-AS,Storm Industries LLC,19827,99,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,99,False,False,,
AS215925,VPSVAULTHOST,Administration,17612,51,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match;tor_exit_match,1,4,False,False,,
AS202412,,,5378,27,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,27,False,False,,
AS213388,,,4565,14,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_5;spamhaus_drop_match,0,14,False,False,,
AS51396,,,3880,56,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,56,False,False,,
AS205759,GHOSTYNETWORKS,Administration,3630,48,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,48,False,False,,
AS215930,,,3266,5,55,medium,repeated_attacks_ge_10;spamhaus_drop_match,0,5,False,False,,
AS204428,,,2930,10,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_5;spamhaus_drop_match,0,10,False,False,,
AS209605,,,2481,40,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,40,False,False,,
AS401626,,,2284,60,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,60,False,False,,
AS207812,DM_AUTO,MNT-LIR-BG,804,5,55,medium,repeated_attacks_ge_10;spamhaus_drop_match,0,5,False,False,,
AS197769,,,640,18,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,18,False,False,,
AS198584,PIO-Hosting,Marcel Edler,394,5,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,5,False,False,,
AS210558,services-1337-gmbh,lir-de-1337services-1-MNT,380,9,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,9,False,False,,
AS402253,SKN-NETWORK-1,SKN Subnet & Telecom Ltd,321,15,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,15,False,False,,
AS210006,ASKZ,admin-c,278,4,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_5;spamhaus_drop_match,0,4,False,False,,
AS211736,FDN3,Dmytro Nedilskyi,210,4,55,medium,repeated_attacks_ge_10;spamhaus_drop_match,0,4,False,False,,
AS198953,proton66,lir-ru-proton66-1-MNT,170,4,55,medium,repeated_attacks_ge_10;spamhaus_drop_match,0,4,False,False,,
AS209373,,,148,9,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_5;spamhaus_drop_match,0,9,False,False,,
AS212238,CDNEXT,DATACAMP-MNT,145,7,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,1,False,False,,
AS14987,RETHEMHOSTING,Rethem Hosting LLC,87,7,55,medium,repeated_attacks_ge_10;repeated_attacks_ge_5;spamhaus_drop_match,0,7,False,False,,
AS200593,PROSPERO-AS,NOC Dept.,28,1,55,medium,repeated_attacks_ge_10;spamhaus_drop_match,0,1,False,False,,
AS205775,,,10,1,55,medium,repeated_attacks_ge_10;spamhaus_drop_match,0,1,False,False,,
AS201814,,,200798,28,50,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,1,False,False,,
AS19318,,,5805,10,50,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,1,False,False,,
AS209946,ALINDA-AS,ALINDA-MNT,19,2,50,medium,repeated_attacks_ge_10;repeated_attacks_ge_5;spamhaus_drop_match,0,1,False,False,,
AS209425,,,10,2,50,medium,repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,2,False,False,,
AS174,COGENT-174,"Cogent Communications, LLC",931,13,40,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,1,False,False,,
AS215125,Cyberology-AS,CYBEROLOGY-MNT,923,35,40,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;tor_exit_match,35,0,False,False,,
AS200019,AlexHost,CLOUDATAMD-MNT,154,13,40,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,1,False,False,,
AS205100,F3NETZE,F3NETZE,121,3,40,medium,repeated_attacks_ge_10;repeated_attacks_ge_5;tor_exit_match,3,0,False,False,,
AS55933,CLOUDIE-AS-AP,Cloudie Limited,114,4,40,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;spamhaus_drop_match,0,1,False,False,,
AS60729,,,58,6,40,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5;tor_exit_match,6,0,False,False,,
AS396507,EMERALD-ONION,Emerald Onion,32,2,40,medium,repeated_attacks_ge_10;repeated_attacks_ge_2;tor_exit_match,2,0,False,False,,
AS214503,QUXLABS,MNT-QUXLABS,28,1,40,medium,repeated_attacks_ge_10;tor_exit_match,1,0,False,False,,
AS26527,LIGHTWAVE-NETWORKS,LightWave Networks,18,1,40,medium,repeated_attacks_ge_10;tor_exit_match,1,0,False,False,,
AS35745,PROVECTOR-AS,Mariusz Dziakowicz,216211,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS17426,,,135844,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS4134,CHINANET-BACKBONE,Chinanet Hostmaster,106298,1248,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS16276,,,92290,115,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS24940,HETZNER-AS,Hetzner Online GmbH - Contact Role,84780,29,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS6878,AS6878,Dirk Aschhoff,62858,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS26277,,,61043,4,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS396982,GOOGLE-CLOUD-PLATFORM,Google LLC,49496,2394,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS273663,,,47560,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS8560,IONOS-AS,AS8560-MNT,46365,57,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS213412,ONYPHE,Admin,45438,949,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS42455,Wi-Manx-AS,ELITE GROUP.IM LIMITED,43230,2,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS14061,DIGITALOCEAN-ASN,"DigitalOcean, LLC",41971,1035,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS7922,COMCAST-7922,"Comcast Cable Communications, LLC",39402,23,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS14956,,,39069,38,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS198364,BANATSYNC-SRL,admin,37910,19,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS267784,,,35364,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS63949,AKAMAI-LINODE-AP,LINODE LLC - network administrator,34219,493,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS11426,,,32776,7,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS61844,,,32776,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS17639,CONVERGE-AS,Reyniel Reign Boniel,32520,5,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS51985,ADENIS-AS,Ahilan THANGAVADIVEL,31906,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS17557,PKTELECOM-AS-PK,Munir Ahmed,29640,16,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS40676,,,28165,7,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS5607,BSKYB-BROADBAND-AS,Sky UK Broadband Hostmaster,27519,10,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS3292,TDC,AS3292-MNT,27021,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS26347,,,26703,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS33363,,,24946,7,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS55990,HWCSNET,IRT-CNNIC-CN,23727,6,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS16509,,,23109,216,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS23923,,,21422,2,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS209334,MODAT-01,lir-nl-modat-1-MNT,21349,126,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS8048,,,18531,13,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS8075,,,18448,1412,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS398324,,,17906,428,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS4837,CHINA169-Backbone,IRT-CU-CN,17436,1264,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS29802,,,17006,11,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS203273,NetCraftersOU,NetCrafters,16072,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS6939,HURRICANE,Hurricane Electric LLC,15625,898,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS12322,,,15099,10,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS56041,CMNET-Zhejiang-AP,haijun li,14466,12,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS36352,AS-COLOCROSSING,HostPapa,13636,37,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS23470,RELIABLESITE,ReliableSite.Net LLC,13353,30,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS141918,,,13222,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS11562,,,12214,5,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS24337,SKYTelecom-AS-AP,Sky Telecom State Company,12016,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS45899,VNPT-AS-VN,IRT-VNNIC-AP,11781,34,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS133000,,,11677,2,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS9121,TTNet,AS9121-MNT,11544,31,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS12417,,,11295,69,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS51852,,,11143,4,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS3462,,,10529,195,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS270805,,,10445,2,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS9329,,,10391,6,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS45102,ALIBABA-CN-NET,security trouble,10351,1153,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS9541,CYBERNET-AP,Cyber Internet Services (Private) Limited,10196,210,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS7552,,,10106,39,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS209630,KREDIT-AS,Garbuz Vadim,9406,19,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS211298,DRIFTNET,Driftnet Hostmaster,8959,740,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS8359,,,8867,24,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS8452,,,8692,31,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS140829,,,8449,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS203953,,,8263,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS51167,CONTABO,Johannes Selg,8025,64,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS43766,,,7939,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS38365,Baidu,Supeng Deng,7809,32,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS5533,,,7724,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS152979,VIETSERVICE-VN,IRT-VNNIC-AP,7584,18,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS39351,ESAB-AS,ESAB-MNT,7324,3,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS28267,ASN28267,SIM INTERNET PROVEDORES DE INTERNET EIRELI.,7219,4,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS132203,,,6927,32,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS31724,SVYAZIST-AS,Belan Andrey,6651,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS4760,HKTIMS-AP,IRT-HKTIMS-HK,5863,8,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS14618,AMAZON-AES,"Amazon.com, Inc.",5603,234,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS35042,Layer7-Networks-DE,lir-de-l7networks-gmbh-1-MNT,5213,4,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS26617,26617,Navega.com S.A.,5184,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS14080,14080,Telmex Colombia S.A.,5084,3,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS52772,,,4776,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS206119,,,4774,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS21859,ZEN-ECN,Zenlayer Inc,4526,118,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS202425,,,4370,48,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS131269,,,4332,2,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS32475,SINGLEHOP-LLC,Internap Holding LLC,4281,12,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS206264,AMARUTU-TECHNOLOGY,Amarutu Technology Ltd,4220,11,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS9808,,,4219,138,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS56046,CMNET-Jiangsu-AP,haijun li,4144,17,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS50360,TAMATIYA-AS,Tamatiya EOOD,4118,28,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS28006,28006,CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP,4101,4,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS398101,,,4072,18,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS12271,TWC-12271-NYC,Charter Communications Inc,3992,4,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS26496,,,3985,15,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS852,,,3895,3,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS209604,TWO-E-Telekom,lir-tr-2e-telekomunikasyon-1-MNT,3790,6,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS272786,ASN272786,X99 INTERNET,3753,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS133296,,,3737,3,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS211680,AS-BITSIGHT,Data Operations,3679,158,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS58715,,,3658,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS398722,,,3641,112,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS24086,VIETTEL-AS-VN,IRT-VNNIC-AP,3619,22,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS216473,net-host,BASHIN-MNT,3619,3,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS212027,PebbleHost,lir-uk-pebblehost-1-MNT,3602,5,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS59257,CMPAKLIMITED-AS-AP,CMPak Limited,3443,43,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS202053,UPCLOUD,MNT-UPCLOUD,3406,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS199792,CLEARSTACK,lir-nl-clearstack-1-MNT,3246,3,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS397702,SSSS,"1776 Solutions, LLC",3244,256,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS34534,,,3033,2,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS13335,CLOUDFLARENET,"Cloudflare, Inc.",2867,9,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS12876,AS12876,MNT-TISCALIFR,2823,59,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS51592,ASSVIFTTELECOM,Oleg Hlebnikov,2810,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS212512,,,2807,49,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS27882,27882,Telefónica Celular de Bolivia S.A.,2797,2,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS4766,KIXS-AS-KR-KR,AS Manager,2778,126,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS20115,CHARTER-20115,Charter Communications LLC,2760,11,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS398705,CENSYS-ARIN-02,"Censys, Inc.",2678,53,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS24560,,,2670,17,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS45634,,,2663,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS45090,TENCENT-NET-AP,Jsquare Wu,2651,36,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS138245,XPRESS-AS-IN,noc manager,2620,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS58461,CT-HangZhou-IDC,Chinanet Hostmaster,2573,8,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS17665,,,2449,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS401263,,,2414,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS49581,TUBE-HOSTING,FZ-IP-MNT,2211,3,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS137718,,,2201,25,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS7303,7303,Telecom Argentina S.A.,2127,61,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS17488,HATHWAY-NET-AP,HATHWAY CABLE AND DATACOM LIMITED,2113,7,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS212477,ROYALE-AS,RoyaleHosting BV,2103,2,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS31898,ORACLE-BMC-31898,Oracle Corporation,2072,20,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS47583,,,2021,2,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS40021,CONTABO-40021,Contabo Inc.,1961,8,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS5650,FRONTIER-FRTR,Verizon Business,1961,3,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS213169,Catixs-Edge,Abuse contact role object,1875,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS20473,AS-VULTR,"The Constant Company, LLC",1856,10,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS267355,ASN267355,HOSTIDC INTERNET DATACENTER LTDA,1823,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS151858,INTERDIGI-VN,IRT-VNNIC-AP,1785,9,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS396073,MAJESTIC-HOSTING-01,"Majestic Hosting Solutions, LLC",1748,4,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS46375,AS-SONICTELECOM,Sonic Telecom LLC,1719,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS262210,262210,VIETTEL PERÚ S.A.C.,1699,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS53667,PONYNET,FranTech Solutions,1655,29,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS397373,H4Y-TECHNOLOGIES,H4Y Technologies LLC,1628,2,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS36968,ORG-ECN1-AFRINIC,ECN HOSTMASTER,1622,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS36903,ORG-ONdP1-AFRINIC,Kaddouhi Abdelaziz,1555,22,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS135905,,,1551,17,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS138296,,,1551,2,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS135089,CHINANET-Guangzhou-Southbase-IDC,APNIC Hostmaster,1548,3,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS49683,,,1535,21,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS22884,22884,"TOTAL PLAY TELECOMUNICACIONES, S.A.P.I. DE C.V.",1533,5,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS38264,WATEEN-IMS-PK-AS-AP,Wateen Telecom Limited,1531,23,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS7489,HOSTUS-GLOBAL-AS,IRT-HUS-AP,1529,13,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS10439,CARINET,"CariNet, Inc.",1522,35,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS201094,gmhost,Alexander Mulgin,1481,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS9465,,,1472,30,25,low,repeated_attacks_ge_10;repeated_attacks_ge_5,0,0,False,False,,
AS4812,,,1458,17,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
AS141679,CHINATELECOM-IDC-BTHBD-AP,Chinanet Hostmaster,1449,7,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2,0,0,False,False,,
AS44901,belcloud,Belcloud Administration,1446,1,25,low,repeated_attacks_ge_10,0,0,False,False,,
AS18403,FPT-VN,Nguyen Thanh Dat,1445,15,25,low,repeated_attacks_ge_10;repeated_attacks_ge_2;repeated_attacks_ge_5,0,0,False,False,,
